vendorid,drivertip,mtatax,distance,numpassengers,tollamount,paymentmethod,ratecode,storedflag,extracharges,totalamount,deliv_time_spent
1.0,2.0,0.5,2.0,1.0,0.0,1.0,1.0,N,0.0,13.3,14.233333333333333
1.0,4.15,0.5,4.6,1.0,0.0,1.0,1.0,N,0.0,24.95,23.066666666666666
1.0,2.0,0.5,1.8,1.0,0.0,1.0,1.0,N,0.0,15.8,18.966666666666665
2.0,3.66,0.5,3.37,1.0,0.0,1.0,1.0,N,0.0,21.96,26.0
1.0,2.75,0.5,2.3,1.0,0.0,1.0,1.0,N,1.0,16.55,16.6
2.0,9.0,0.5,15.09,1.0,5.76,1.0,1.0,N,0.0,56.06,24.116666666666667
2.0,3.66,0.5,4.46,1.0,0.0,1.0,1.0,N,1.0,21.96,20.85
1.0,0.0,0.5,0.0,1.0,0.0,2.0,1.0,N,1.0,4.3,0.38333333333333336
2.0,0.0,0.5,1.13,4.0,0.0,2.0,1.0,N,0.0,6.3,5.316666666666666
1.0,0.0,0.5,1.0,1.0,0.0,4.0,1.0,N,0.0,7.3,8.083333333333334
1.0,0.0,0.5,0.4,1.0,0.0,2.0,1.0,N,0.0,5.3,4.383333333333334
2.0,2.95,0.5,1.89,5.0,0.0,1.0,1.0,N,1.0,14.75,13.85
1.0,2.55,0.5,2.2,1.0,0.0,1.0,1.0,N,0.0,15.35,14.866666666666667
1.0,0.0,0.5,2.5,1.0,0.0,2.0,1.0,N,1.0,13.3,13.633333333333333
1.0,0.0,0.5,0.4,1.0,0.0,2.0,1.0,N,1.0,5.8,2.283333333333333
2.0,2.66,0.5,2.86,1.0,0.0,1.0,1.0,N,0.0,15.96,15.566666666666666
1.0,1.46,0.5,0.7,2.0,0.0,1.0,1.0,N,1.0,8.76,5.0
2.0,0.0,0.5,2.08,1.0,0.0,2.0,1.0,N,0.0,17.8,27.7
1.0,0.0,0.5,0.8,1.0,0.0,2.0,1.0,N,0.5,10.8,13.616666666666667
1.0,0.0,0.5,0.7,1.0,0.0,2.0,1.0,N,0.0,5.8,4.2
2.0,4.95,0.5,4.76,1.0,0.0,1.0,1.0,N,0.5,24.75,24.466666666666665
2.0,1.08,0.5,0.33,1.0,0.0,1.0,1.0,N,0.0,5.38,1.3333333333333333
2.0,2.13,0.5,2.86,1.0,0.0,1.0,1.0,N,0.0,23.43,32.6
2.0,2.06,0.5,1.99,1.0,0.0,1.0,1.0,N,0.0,12.36,11.383333333333333
1.0,0.95,0.5,0.3,1.0,0.0,1.0,1.0,N,0.0,4.75,1.1166666666666667
2.0,0.0,0.5,0.68,1.0,0.0,1.0,1.0,N,0.0,5.8,4.05
1.0,0.2,0.5,0.9,1.0,0.0,1.0,1.0,N,0.0,7.5,7.3
2.0,2.95,0.5,1.65,2.0,0.0,1.0,1.0,N,0.0,14.75,15.95
1.0,0.0,0.5,0.5,1.0,0.0,2.0,1.0,N,1.0,8.3,8.866666666666667
2.0,0.0,0.5,15.87,1.0,0.0,2.0,1.0,N,1.0,50.8,56.5
1.0,1.55,0.5,1.1,1.0,0.0,1.0,1.0,N,0.5,9.35,6.1
2.0,2.96,0.5,1.49,1.0,0.0,1.0,1.0,N,1.0,17.76,20.716666666666665
1.0,0.0,0.5,1.6,1.0,0.0,3.0,1.0,N,0.0,18.3,29.433333333333334
1.0,2.05,0.5,1.4,1.0,0.0,1.0,1.0,N,0.0,12.35,12.233333333333333
2.0,2.16,0.5,1.55,3.0,0.0,1.0,1.0,N,0.0,12.96,14.1
2.0,7.71,0.5,11.39,2.0,5.76,1.0,1.0,N,0.0,46.27,22.35
1.0,2.65,0.5,3.3,1.0,0.0,1.0,1.0,N,0.5,15.95,12.716666666666667
2.0,1.06,0.5,0.69,5.0,0.0,1.0,1.0,N,0.0,6.36,3.216666666666667
1.0,7.35,0.5,8.9,1.0,0.0,1.0,1.0,N,0.5,44.15,45.233333333333334
1.0,0.0,0.5,1.7,1.0,0.0,2.0,1.0,N,1.0,13.3,17.316666666666666
2.0,1.06,0.5,0.78,1.0,0.0,1.0,1.0,N,0.0,6.36,2.716666666666667
1.0,2.95,0.5,2.0,1.0,0.0,1.0,1.0,N,0.0,17.75,20.533333333333335
1.0,0.0,0.5,11.4,1.0,5.76,2.0,1.0,N,0.0,46.56,49.25
1.0,3.65,0.5,4.6,2.0,0.0,1.0,1.0,N,0.5,21.95,18.5
2.0,5.36,0.5,8.52,1.0,0.0,1.0,1.0,N,0.0,32.16,19.883333333333333
2.0,8.61,0.5,10.26,1.0,5.76,1.0,1.0,N,0.0,51.67,40.63333333333333
1.0,2.7,0.5,1.4,1.0,0.0,1.0,1.0,N,1.0,13.5,10.466666666666667
2.0,1.0,0.5,0.64,1.0,0.0,1.0,1.0,N,0.0,6.3,2.933333333333333
1.0,1.75,0.5,1.6,1.0,0.0,1.0,1.0,N,0.5,10.55,7.3
1.0,1.25,0.5,0.6,1.0,0.0,1.0,1.0,N,0.0,7.55,5.1
1.0,4.25,0.5,6.3,1.0,0.0,1.0,1.0,N,0.0,25.55,16.216666666666665
1.0,1.02,0.5,1.3,1.0,0.0,1.0,1.0,N,0.5,7.82,4.566666666666666
1.0,0.0,0.5,0.0,1.0,0.0,4.0,1.0,N,0.0,3.3,0.15
2.0,0.0,0.5,3.8,1.0,0.0,2.0,1.0,N,0.0,17.8,19.733333333333334
2.0,2.08,0.5,0.69,1.0,0.0,1.0,1.0,N,0.5,10.38,8.416666666666666
2.0,2.0,0.5,3.48,2.0,0.0,1.0,1.0,N,1.0,16.8,14.2
2.0,0.0,0.5,1.77,1.0,0.0,2.0,1.0,N,1.0,19.3,28.466666666666665
1.0,2.0,0.5,1.6,1.0,0.0,1.0,1.0,N,0.0,14.8,17.766666666666666
2.0,2.32,0.5,2.22,1.0,0.0,1.0,1.0,N,0.0,11.62,8.166666666666666
2.0,1.82,0.5,1.0,1.0,0.0,1.0,1.0,N,0.0,9.12,7.233333333333333
2.0,2.96,0.5,3.08,1.0,0.0,1.0,1.0,N,0.0,17.76,16.833333333333332
1.0,1.45,0.5,0.8,1.0,0.0,1.0,1.0,N,0.0,8.75,7.583333333333333
2.0,3.58,0.5,3.36,1.0,0.0,1.0,1.0,N,0.5,17.88,14.216666666666667
2.0,8.51,0.5,11.49,1.0,5.76,1.0,1.0,N,0.0,51.07,35.666666666666664
1.0,1.5,0.5,1.5,1.0,0.0,1.0,1.0,N,1.0,12.8,12.833333333333334
1.0,1.8,0.5,0.7,1.0,0.0,1.0,1.0,N,0.0,9.1,7.533333333333333
2.0,3.09,0.5,1.49,1.0,0.0,1.0,1.0,N,0.5,13.39,11.966666666666667
1.0,0.0,0.5,0.9,1.0,0.0,1.0,1.0,N,0.0,5.8,3.95
2.0,2.06,0.5,1.53,3.0,0.0,1.0,1.0,N,0.0,12.36,13.2
2.0,0.0,0.5,0.0,1.0,0.0,1.0,1.0,N,0.0,3.3,0.3333333333333333
1.0,1.2,0.5,1.2,1.0,0.0,1.0,1.0,N,0.0,10.0,9.75
2.0,1.46,0.5,1.16,1.0,0.0,1.0,1.0,N,0.5,8.76,6.4
2.0,2.46,0.5,2.82,2.0,0.0,1.0,1.0,N,0.5,14.76,12.75
1.0,0.0,0.5,2.1,1.0,0.0,2.0,1.0,N,0.5,10.8,9.733333333333333
1.0,0.0,0.5,0.3,1.0,0.0,2.0,1.0,N,0.5,5.3,2.6666666666666665
1.0,1.15,0.5,0.8,1.0,0.0,1.0,1.0,N,0.0,6.95,4.116666666666666
2.0,1.2,0.5,1.4,1.0,0.0,1.0,1.0,N,0.0,11.0,10.933333333333334
2.0,2.46,0.5,1.82,1.0,0.0,1.0,1.0,N,0.0,14.76,15.366666666666667
1.0,10.56,0.5,20.9,1.0,0.0,1.0,2.0,N,0.0,63.36,35.63333333333333
1.0,1.75,0.5,1.5,1.0,0.0,1.0,1.0,N,0.5,10.55,7.183333333333334
1.0,1.95,0.5,1.2,1.0,0.0,1.0,1.0,N,0.5,11.75,10.033333333333333
1.0,0.0,0.5,1.9,1.0,0.0,2.0,1.0,N,1.0,12.3,13.65
2.0,10.0,0.5,17.86,5.0,5.76,1.0,2.0,N,4.5,73.06,40.083333333333336
1.0,2.0,0.5,4.3,1.0,0.0,1.0,1.0,N,0.5,28.8,39.78333333333333
2.0,1.7,0.5,2.22,1.0,0.0,1.0,1.0,N,1.0,13.0,10.2
2.0,0.0,0.5,1.12,1.0,0.0,2.0,1.0,N,0.0,11.8,16.666666666666668
2.0,0.0,0.5,0.84,1.0,0.0,2.0,1.0,N,0.0,7.3,7.733333333333333
1.0,1.05,0.5,0.5,1.0,0.0,1.0,1.0,N,0.5,6.35,3.066666666666667
2.0,1.77,0.5,1.22,1.0,0.0,1.0,1.0,N,0.0,13.57,16.6
2.0,2.08,0.5,1.7,2.0,0.0,1.0,1.0,N,0.0,10.38,6.133333333333334
2.0,4.76,0.5,4.06,1.0,0.0,1.0,1.0,N,0.0,28.56,33.766666666666666
2.0,7.0,0.5,0.38,2.0,0.0,1.0,1.0,N,0.5,11.8,2.3
2.0,1.46,0.5,1.04,2.0,0.0,1.0,1.0,N,0.0,8.76,6.25
2.0,3.24,0.5,2.26,1.0,0.0,1.0,1.0,N,0.5,14.04,11.033333333333333
2.0,2.46,0.5,1.57,1.0,0.0,1.0,1.0,N,0.0,14.76,16.733333333333334
1.0,2.05,0.5,1.5,1.0,0.0,1.0,1.0,N,1.0,12.35,9.466666666666667
2.0,8.41,0.5,9.89,2.0,5.76,1.0,1.0,N,0.0,50.47,38.333333333333336
2.0,1.86,0.5,1.76,6.0,0.0,1.0,1.0,N,0.5,11.16,8.3
1.0,0.0,0.5,3.4,1.0,0.0,2.0,1.0,N,0.5,14.3,11.483333333333333
2.0,3.66,0.5,3.55,1.0,0.0,1.0,1.0,N,0.5,21.96,21.583333333333332
2.0,1.56,0.5,1.21,1.0,0.0,1.0,1.0,N,0.5,9.36,6.7
2.0,2.26,0.5,1.06,1.0,0.0,1.0,1.0,N,0.0,13.56,15.65
1.0,2.0,0.5,1.4,1.0,0.0,1.0,1.0,N,0.0,10.8,9.266666666666667
2.0,3.56,0.5,2.34,1.0,0.0,1.0,1.0,N,0.0,21.36,27.2
1.0,0.0,0.5,10.8,3.0,5.76,2.0,1.0,N,0.0,38.06,27.566666666666666
1.0,0.0,0.5,0.6,1.0,0.0,2.0,1.0,N,0.0,6.3,5.283333333333333
1.0,2.0,0.5,0.7,1.0,0.0,1.0,1.0,N,1.0,8.8,4.883333333333334
2.0,0.0,0.5,3.83,5.0,0.0,2.0,1.0,N,0.0,16.3,17.8
1.0,0.0,0.5,2.7,2.0,0.0,2.0,1.0,N,0.0,13.8,17.733333333333334
2.0,0.0,0.5,10.6,6.0,5.76,2.0,1.0,N,0.0,40.56,34.81666666666667
1.0,1.95,0.5,1.5,1.0,0.0,1.0,1.0,N,0.0,11.75,11.35
1.0,2.05,0.5,1.6,1.0,0.0,1.0,1.0,Y,0.0,12.35,11.2
2.0,0.0,0.5,3.4,1.0,0.0,2.0,1.0,N,0.5,18.8,26.016666666666666
2.0,2.08,0.5,1.32,1.0,0.0,1.0,1.0,N,1.0,10.38,5.766666666666667
2.0,11.71,0.5,17.28,1.0,5.76,1.0,2.0,N,0.0,70.27,23.633333333333333
1.0,1.4,0.5,1.4,1.0,0.0,1.0,1.0,N,0.0,10.7,10.916666666666666
2.0,7.0,0.5,17.54,1.0,5.76,1.0,2.0,N,0.0,65.56,49.95
2.0,0.0,0.5,1.66,1.0,0.0,2.0,1.0,N,0.5,9.3,7.833333333333333
1.0,1.45,0.5,0.7,1.0,0.0,1.0,1.0,N,0.5,8.75,6.083333333333333
2.0,3.45,0.5,2.74,1.0,0.0,1.0,1.0,N,0.0,17.25,17.15
2.0,2.36,0.5,0.64,2.0,0.0,1.0,1.0,N,0.0,14.16,16.9
1.0,0.0,0.5,22.3,2.0,5.76,2.0,2.0,N,0.0,58.56,37.38333333333333
2.0,1.31,0.5,1.11,1.0,0.0,1.0,1.0,N,1.0,8.61,4.716666666666667
1.0,1.35,0.5,0.9,1.0,0.0,1.0,1.0,N,0.0,8.15,5.766666666666667
2.0,1.0,0.5,2.37,1.0,0.0,1.0,1.0,N,0.5,11.3,8.933333333333334
1.0,3.35,0.5,1.8,1.0,0.0,1.0,1.0,Y,0.0,14.65,13.95
2.0,2.36,0.5,1.9,4.0,0.0,1.0,1.0,N,0.0,14.16,14.533333333333333
2.0,2.82,0.5,2.32,2.0,0.0,1.0,1.0,N,0.5,14.12,9.833333333333334
2.0,2.5,0.5,1.62,1.0,0.0,1.0,1.0,N,0.0,13.8,13.816666666666666
2.0,1.0,0.5,0.86,1.0,0.0,1.0,1.0,N,0.0,6.8,3.5833333333333335
1.0,1.15,0.5,0.6,1.0,0.0,1.0,1.0,N,0.5,6.95,2.9833333333333334
1.0,2.0,0.5,6.8,1.0,5.76,1.0,1.0,N,0.5,31.06,19.166666666666668
2.0,1.0,0.5,1.45,2.0,0.0,1.0,1.0,N,0.0,9.8,8.783333333333333
2.0,6.32,0.5,4.57,5.0,0.0,1.0,1.0,N,1.0,31.62,34.8
2.0,1.47,0.5,1.54,2.0,0.0,1.0,1.0,N,0.5,11.27,9.883333333333333
1.0,3.55,0.5,3.5,3.0,0.0,1.0,1.0,N,0.0,21.35,24.916666666666668
1.0,1.55,0.5,1.3,1.0,0.0,1.0,1.0,N,0.0,9.35,6.35
1.0,0.0,0.5,2.0,1.0,0.0,2.0,1.0,N,0.0,11.8,14.033333333333333
2.0,0.0,0.5,0.41,1.0,0.0,2.0,1.0,N,0.0,4.8,2.9166666666666665
1.0,4.45,0.5,5.5,1.0,0.0,1.0,1.0,N,0.5,26.75,22.816666666666666
2.0,0.0,0.5,0.36,1.0,0.0,2.0,1.0,N,0.5,5.3,3.15
1.0,0.0,0.5,0.3,1.0,0.0,2.0,1.0,N,0.5,4.8,1.6166666666666667
2.0,1.95,0.5,1.1,1.0,0.0,1.0,1.0,N,0.0,9.75,8.033333333333333
2.0,4.36,0.5,6.64,1.0,0.0,1.0,1.0,N,0.5,26.16,16.45
2.0,2.96,0.5,2.2,1.0,0.0,1.0,1.0,N,0.0,17.76,20.983333333333334
1.0,0.0,0.5,3.7,4.0,0.0,2.0,1.0,N,0.0,15.3,15.9
1.0,4.65,0.5,5.6,1.0,0.0,1.0,1.0,N,1.0,27.95,26.116666666666667
1.0,2.0,0.5,2.0,1.0,0.0,1.0,1.0,N,0.0,15.8,18.433333333333334
1.0,1.25,0.5,1.1,1.0,0.0,1.0,1.0,N,0.5,7.55,3.7
2.0,2.56,0.5,2.82,6.0,0.0,1.0,1.0,N,0.5,15.36,12.35
1.0,1.7,0.5,0.8,1.0,0.0,1.0,1.0,N,0.0,8.5,6.183333333333334
1.0,1.5,0.5,0.4,1.0,0.0,1.0,1.0,N,0.0,8.3,6.916666666666667
1.0,2.0,0.5,1.4,1.0,0.0,1.0,1.0,N,0.0,12.3,13.516666666666667
2.0,0.0,0.5,5.14,2.0,0.0,1.0,1.0,N,0.0,19.3,20.116666666666667
2.0,0.0,0.5,1.51,6.0,0.0,2.0,1.0,N,0.0,8.8,8.85
2.0,0.0,0.5,6.31,1.0,0.0,1.0,1.0,N,1.0,22.3,16.516666666666666
2.0,3.66,0.5,3.26,1.0,0.0,1.0,1.0,N,1.0,21.96,22.116666666666667
1.0,1.0,0.5,0.5,1.0,0.0,1.0,1.0,N,0.0,6.8,5.066666666666666
2.0,0.0,0.5,3.03,1.0,0.0,1.0,1.0,N,0.0,15.3,18.333333333333332
1.0,1.65,0.5,1.1,1.0,0.0,1.0,1.0,N,1.0,9.95,6.066666666666666
1.0,1.55,0.5,1.2,1.0,0.0,1.0,1.0,N,0.5,9.35,5.8
2.0,0.0,0.5,0.89,6.0,0.0,1.0,1.0,N,0.5,7.3,6.583333333333333
2.0,1.0,0.5,0.96,1.0,0.0,1.0,1.0,N,1.0,8.8,6.35
1.0,1.45,0.5,1.0,1.0,0.0,1.0,1.0,N,0.5,8.75,5.7
1.0,0.0,0.5,6.1,2.0,0.0,2.0,1.0,N,0.0,21.8,19.466666666666665
1.0,0.0,0.5,0.7,1.0,0.0,2.0,1.0,N,1.0,6.8,4.3
1.0,0.0,0.5,1.6,1.0,0.0,2.0,1.0,N,0.0,10.8,13.633333333333333
1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,N,0.0,11.3,13.666666666666666
1.0,0.0,0.5,2.5,1.0,0.0,2.0,1.0,N,0.0,16.3,23.516666666666666
2.0,2.46,0.5,1.45,5.0,0.0,1.0,1.0,N,0.0,14.76,17.133333333333333
2.0,1.0,0.5,1.02,1.0,0.0,1.0,1.0,N,0.5,7.8,3.716666666666667
1.0,2.45,0.5,0.9,1.0,0.0,1.0,1.0,N,0.0,14.75,18.116666666666667
1.0,6.95,0.5,9.0,1.0,0.0,1.0,1.0,N,0.5,34.75,17.266666666666666
2.0,0.0,0.5,0.5,1.0,0.0,2.0,1.0,N,1.0,5.3,2.0
2.0,3.96,0.5,3.96,1.0,0.0,1.0,1.0,N,1.0,23.76,26.75
1.0,3.0,0.5,4.4,1.0,0.0,1.0,1.0,N,0.5,31.3,43.733333333333334
1.0,0.0,0.5,1.2,1.0,0.0,2.0,1.0,N,1.0,8.3,6.483333333333333
2.0,2.16,0.5,1.69,1.0,0.0,1.0,1.0,N,0.5,12.96,11.733333333333333
2.0,2.82,0.5,2.37,1.0,0.0,1.0,1.0,N,0.5,14.12,11.016666666666667
2.0,1.86,0.5,1.23,1.0,0.0,1.0,1.0,N,0.0,11.16,11.733333333333333
2.0,3.36,0.5,4.17,1.0,0.0,1.0,1.0,N,0.5,20.16,15.783333333333333
1.0,1.95,0.5,2.2,2.0,0.0,1.0,1.0,N,0.0,11.75,9.466666666666667
1.0,3.36,0.5,2.4,2.0,0.0,1.0,1.0,N,0.0,20.16,24.366666666666667
2.0,1.66,0.5,1.11,1.0,0.0,1.0,1.0,N,1.0,9.96,7.116666666666666
1.0,0.0,0.5,0.7,1.0,0.0,2.0,1.0,N,0.0,6.3,5.016666666666667
2.0,5.45,0.5,6.22,1.0,0.0,1.0,1.0,N,1.0,27.25,17.066666666666666
2.0,0.0,0.5,1.0,3.0,0.0,2.0,1.0,N,0.0,8.3,8.833333333333334
2.0,0.0,0.5,1.81,1.0,0.0,2.0,1.0,N,0.0,14.8,22.783333333333335
2.0,0.0,0.5,2.0,2.0,0.0,1.0,1.0,N,0.0,10.3,10.433333333333334
2.0,0.0,0.5,0.74,5.0,0.0,2.0,1.0,N,1.0,7.8,6.433333333333334
1.0,1.25,0.5,0.8,1.0,0.0,1.0,1.0,N,0.0,7.55,4.983333333333333
1.0,1.85,0.5,1.0,1.0,0.0,1.0,1.0,N,1.0,11.15,8.983333333333333
2.0,3.95,0.5,4.05,1.0,0.0,1.0,1.0,N,0.5,19.75,13.433333333333334
2.0,0.0,0.5,0.91,1.0,0.0,2.0,1.0,N,0.0,7.3,6.216666666666667
2.0,1.32,0.5,0.02,1.0,0.0,1.0,5.0,N,0.0,7.92,0.18333333333333332
1.0,0.0,0.5,2.6,1.0,0.0,3.0,1.0,N,1.0,16.8,22.1
2.0,1.0,0.5,0.76,1.0,0.0,1.0,1.0,N,0.0,10.8,13.45
2.0,2.06,0.5,1.53,1.0,0.0,1.0,1.0,N,1.0,12.36,10.2
1.0,0.0,0.5,0.8,1.0,0.0,2.0,1.0,N,0.0,11.8,16.683333333333334
1.0,2.45,0.5,2.0,1.0,0.0,1.0,1.0,N,1.0,14.75,13.283333333333333
2.0,0.0,0.5,2.41,1.0,0.0,2.0,1.0,N,0.5,11.8,11.733333333333333
1.0,2.65,0.5,2.3,1.0,0.0,1.0,1.0,N,0.0,15.95,17.4
2.0,0.0,0.5,1.47,6.0,0.0,2.0,1.0,N,0.0,8.3,7.5
1.0,0.0,0.5,1.8,1.0,0.0,2.0,1.0,N,0.5,10.3,9.2
2.0,1.5,0.5,3.49,1.0,0.0,1.0,1.0,N,0.0,15.3,14.183333333333334
2.0,2.26,0.5,2.29,1.0,0.0,1.0,1.0,N,0.5,13.56,10.5
2.0,2.94,0.5,1.35,1.0,0.0,1.0,1.0,N,0.0,12.74,11.383333333333333
2.0,8.58,0.5,11.35,5.0,0.0,1.0,1.0,N,0.5,42.88,24.383333333333333
1.0,0.96,0.5,0.4,2.0,0.0,1.0,1.0,N,0.0,5.76,2.933333333333333
1.0,0.0,0.5,2.0,1.0,0.0,2.0,1.0,N,0.5,13.3,15.383333333333333
2.0,3.37,0.5,5.42,1.0,0.0,1.0,1.0,N,0.0,23.17,21.25
2.0,0.0,0.5,1.36,1.0,0.0,2.0,1.0,N,0.0,9.3,11.133333333333333
1.0,1.55,0.5,0.6,1.0,0.0,1.0,1.0,N,0.0,7.85,5.666666666666667
2.0,1.86,0.5,1.95,1.0,0.0,1.0,1.0,N,0.5,11.16,7.15
2.0,1.16,0.5,0.77,3.0,0.0,1.0,1.0,N,0.0,6.96,4.566666666666666
2.0,1.86,0.5,1.82,1.0,0.0,1.0,1.0,N,0.5,11.16,7.966666666666667
2.0,0.0,0.5,1.19,1.0,0.0,1.0,1.0,N,0.0,8.3,8.533333333333333
2.0,1.86,0.5,1.1,1.0,0.0,1.0,1.0,N,0.0,11.16,11.683333333333334
2.0,4.32,0.5,4.15,5.0,0.0,1.0,1.0,N,0.5,21.62,17.3
2.0,0.0,0.5,1.39,1.0,0.0,2.0,1.0,N,0.0,9.3,10.216666666666667
2.0,0.0,0.5,4.89,1.0,0.0,2.0,1.0,N,0.0,18.8,21.016666666666666
2.0,4.2,0.5,3.76,2.0,0.0,1.0,1.0,N,0.5,21.0,18.633333333333333
2.0,0.0,0.5,1.27,1.0,0.0,2.0,1.0,N,0.0,8.3,8.416666666666666
2.0,0.0,0.5,12.66,5.0,5.76,2.0,1.0,N,0.0,48.56,47.06666666666667
1.0,0.0,0.5,3.3,1.0,0.0,2.0,1.0,N,0.0,14.8,15.816666666666666
2.0,2.16,0.5,1.42,1.0,0.0,1.0,1.0,N,1.0,12.96,10.533333333333333
2.0,3.36,0.5,3.37,1.0,0.0,1.0,1.0,N,0.0,20.16,22.15
1.0,5.55,0.5,17.1,1.0,5.76,1.0,2.0,N,4.5,68.61,40.766666666666666
1.0,1.35,0.5,0.7,1.0,0.0,1.0,1.0,N,0.0,8.15,6.983333333333333
1.0,2.05,0.5,2.2,1.0,0.0,1.0,1.0,N,0.5,12.35,7.966666666666667
2.0,1.0,0.5,2.59,1.0,0.0,1.0,1.0,N,0.0,14.8,14.2
2.0,2.08,0.5,1.07,1.0,0.0,1.0,1.0,N,0.0,10.38,9.116666666666667
1.0,0.0,0.5,0.4,1.0,0.0,2.0,1.0,N,0.0,4.8,2.1666666666666665
2.0,1.96,0.5,2.13,1.0,0.0,1.0,1.0,N,0.5,11.76,7.466666666666667
1.0,2.95,0.5,1.9,1.0,0.0,1.0,1.0,N,0.0,14.75,14.983333333333333
1.0,0.0,0.5,6.5,1.0,0.0,2.0,1.0,N,0.5,24.3,24.6
2.0,7.1,0.5,14.27,5.0,5.76,1.0,1.0,N,1.0,54.66,31.033333333333335
2.0,0.0,0.5,6.05,1.0,0.0,2.0,1.0,N,0.5,21.3,20.566666666666666
2.0,1.96,0.5,1.35,1.0,0.0,1.0,1.0,N,0.5,11.76,10.716666666666667
1.0,8.8,0.5,9.1,3.0,5.76,1.0,1.0,Y,0.0,52.86,56.71666666666667
1.0,0.0,0.5,0.7,1.0,0.0,2.0,1.0,N,0.0,6.3,5.566666666666666
1.0,4.15,0.5,4.9,1.0,0.0,1.0,1.0,N,0.5,24.95,24.433333333333334
2.0,0.0,0.5,0.66,2.0,0.0,1.0,1.0,N,0.0,4.8,1.6166666666666667
1.0,0.0,0.5,1.7,1.0,0.0,2.0,1.0,N,0.0,14.3,20.466666666666665
1.0,2.0,0.5,1.0,1.0,0.0,1.0,1.0,N,1.0,12.8,12.383333333333333
2.0,0.0,0.5,1.85,2.0,0.0,2.0,1.0,N,0.0,10.3,11.25
2.0,2.36,0.5,1.74,1.0,0.0,1.0,1.0,N,0.0,14.16,14.85
2.0,2.46,0.5,2.91,2.0,0.0,1.0,1.0,N,0.5,14.76,11.066666666666666
2.0,0.0,0.5,2.94,1.0,0.0,2.0,1.0,N,1.0,18.8,25.2
1.0,2.9,0.5,2.0,1.0,0.0,1.0,1.0,N,0.0,12.7,10.783333333333333
1.0,0.0,0.5,1.5,1.0,0.0,2.0,1.0,N,0.0,14.8,22.366666666666667
1.0,0.0,0.5,1.7,1.0,0.0,2.0,1.0,N,0.0,12.3,15.883333333333333
2.0,1.2,0.5,1.89,1.0,0.0,1.0,1.0,N,0.0,12.0,11.816666666666666
2.0,2.46,0.5,1.53,1.0,0.0,1.0,1.0,N,0.0,14.76,17.183333333333334
1.0,0.0,0.5,1.4,2.0,0.0,2.0,1.0,N,0.5,10.8,12.25
2.0,6.06,0.5,7.41,1.0,0.0,1.0,1.0,N,1.0,36.36,35.2
2.0,5.2,0.5,5.89,3.0,0.0,1.0,1.0,N,0.0,26.0,21.85
2.0,1.0,0.5,0.48,1.0,0.0,1.0,1.0,N,0.0,5.8,2.816666666666667
1.0,0.0,0.5,0.8,2.0,0.0,2.0,1.0,N,0.5,6.8,5.5
2.0,0.85,0.5,0.72,1.0,0.0,1.0,1.0,N,1.0,8.15,6.183333333333334
2.0,1.0,0.5,1.02,1.0,0.0,1.0,1.0,N,0.0,7.8,5.733333333333333
1.0,1.35,0.5,0.6,1.0,0.0,1.0,1.0,N,1.0,8.15,4.466666666666667
1.0,5.05,0.5,5.9,1.0,0.0,1.0,1.0,N,0.0,30.35,29.6
2.0,0.0,0.5,0.51,1.0,0.0,2.0,1.0,N,0.0,5.8,4.916666666666667
2.0,0.0,0.5,0.67,1.0,0.0,2.0,1.0,N,0.5,6.3,4.633333333333334
1.0,2.05,0.5,2.4,1.0,0.0,1.0,1.0,N,0.0,12.35,6.916666666666667
1.0,1.35,0.5,1.0,1.0,0.0,1.0,1.0,N,0.0,8.15,6.933333333333334
2.0,1.36,0.5,0.84,5.0,0.0,1.0,1.0,N,1.0,8.16,3.716666666666667
2.0,1.59,0.5,0.4,2.0,0.0,1.0,1.0,N,0.0,6.89,4.683333333333334
1.0,2.05,0.5,1.8,1.0,0.0,1.0,1.0,N,1.0,12.35,8.816666666666666
1.0,0.0,0.5,6.0,2.0,0.0,2.0,1.0,N,0.0,25.8,34.61666666666667
1.0,0.0,0.5,2.1,1.0,0.0,2.0,1.0,N,0.0,12.3,15.183333333333334
1.0,1.45,0.5,0.5,1.0,0.0,1.0,1.0,N,0.0,7.25,4.333333333333333
2.0,0.0,0.5,1.34,3.0,0.0,2.0,1.0,N,0.5,9.3,10.3
2.0,3.06,0.5,3.29,3.0,0.0,1.0,1.0,N,0.5,18.36,16.833333333333332
2.0,1.0,0.5,0.67,1.0,0.0,1.0,1.0,N,0.0,6.3,3.3833333333333333
1.0,1.0,0.5,3.9,1.0,0.0,1.0,1.0,N,0.5,18.3,18.183333333333334
1.0,0.0,0.5,1.1,1.0,0.0,2.0,1.0,N,0.0,9.8,12.433333333333334
1.0,0.0,0.5,2.0,2.0,0.0,2.0,1.0,N,0.0,12.8,16.8
1.0,2.13,0.5,3.8,1.0,0.0,1.0,1.0,N,0.0,23.43,30.316666666666666
2.0,0.0,0.5,6.54,1.0,0.0,1.0,1.0,N,0.5,22.8,17.783333333333335
2.0,1.5,0.5,1.74,2.0,0.0,1.0,1.0,N,0.0,11.8,12.283333333333333
1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,N,0.5,8.3,5.283333333333333
1.0,0.0,0.5,0.5,1.0,0.0,2.0,1.0,N,0.0,6.3,5.45
